来源范围,原始名称,克隆地址,是否已分析,分析handle
C,MariaDB Connector/C,https://github.com/mariadb-corporation/mariadb-connector-c.git,已分析,mariadb-connector-c
C,MaterialX,https://github.com/AcademySoftwareFoundation/MaterialX.git,已分析,MaterialX
C,MediaInfo,https://github.com/MediaArea/MediaInfo.git,已分析,MediaInfo
C,MIT Kerberos,https://github.com/krb5/krb5.git,已分析,krb5
C,mklittlefs,https://github.com/igrr/mklittlefs.git,已分析,mklittlefs
C,mkspiffs,https://github.com/igrr/mkspiffs.git,已分析,mkspiffs
C,MongoDB BSON Library,https://github.com/mongodb/mongo-c-driver.git,已分析,mongo-c-driver
C,mp4v2,https://github.com/TechSmith/mp4v2.git,已分析,mp4v2
C,mpg123,https://github.com/madebr/mpg123.git,已分析,mpg123
C,MPIR,https://github.com/wbhart/mpir.git,已分析,mpir
C,MPIR (Multiple Precision Integers and Rationals),https://github.com/wbhart/mpir.git,已分析,mpir
C,MySQL,https://github.com/mysql/mysql-server.git,已分析,server
C,MySQL Connector,https://github.com/mysql/mysql-connector-cpp.git,已分析,mysql-connector-cpp
C,ncurses,https://github.com/ThomasDickey/ncurses-snapshots.git,已分析,ncurses-snapshots
C,Nettle,https://git.lysator.liu.se/nettle/nettle.git,已分析,nettle
C,nlohmann_json,https://github.com/nlohmann/json.git,已分析,json
C,NLopt,https://github.com/stevengj/nlopt.git,已分析,nlopt
C,NSS,https://github.com/nss-dev/nss.git,已分析,nss
C,numactl,https://github.com/numactl/numactl.git,已分析,numactl
C,ODB,https://github.com/codesynthesis-com/odb.git,已分析,odb
C,Ogg,https://github.com/xiph/ogg.git,已分析,ogg
C,oneTBB,https://github.com/uxlfoundation/oneTBB.git,已分析,oneTBB
C,ONNX Runtime,https://github.com/microsoft/onnxruntime.git,已分析,onnxruntime
C,Open Asset Import Library (Assimp),https://github.com/assimp/assimp.git,已分析,assimp
C,OpenColorIO,https://github.com/AcademySoftwareFoundation/OpenColorIO.git,已分析,OpenColorIO
C,opencore-amr,https://git.code.sf.net/p/opencore-amr/code,已分析,code
C,OpenEXR,https://github.com/AcademySoftwareFoundation/openexr.git,已分析,openexr
C,OpenImageIO,https://github.com/OpenImageIO/oiio.git,已分析,oiio
C,openocd,https://github.com/openocd-org/openocd.git,已分析,openocd
C,OpenSC,https://github.com/OpenSC/OpenSC.git,已分析,OpenSC
C,OpenVDB,https://github.com/AcademySoftwareFoundation/openvdb.git,已分析,openvdb
C,OpenVR,https://github.com/ValveSoftware/openvr.git,已分析,openvr
C,ORC,https://gitlab.freedesktop.org/gstreamer/orc.git,已分析,orc
C,PCRE,https://github.com/PCRE2Project/pcre2.git,已分析,pcre2
C,Perfetto,https://github.com/google/perfetto.git,已分析,perfetto
C,POCO C++ Libraries,https://github.com/pocoproject/poco.git,已分析,poco
C,Qiniu C SDK,https://github.com/qiniu/c-sdk.git,已分析,c-sdk
C,QXlsx,https://github.com/QtExcel/QXlsx.git,已分析,QXlsx
C,RabbitMQ C Client,https://github.com/alanxz/rabbitmq-c.git,已分析,rabbitmq-c
C,rocksdb,https://github.com/facebook/rocksdb.git,已分析,rocksdb
C,RTTR,https://github.com/rttrorg/rttr.git,已分析,rttr
C,SCIP Optimization Suite,https://github.com/scipopt/scip.git,已分析,scip
C,sdl3-ttf,https://github.com/libsdl-org/SDL_ttf.git,已分析,SDL_ttf
C,SDL_image,https://github.com/libsdl-org/SDL_image.git,已分析,SDL_image
C,SDL_mixer,https://github.com/libsdl-org/SDL_mixer.git,已分析,SDL_mixer
C,SDL_ttf,https://github.com/libsdl-org/SDL_ttf.git,已分析,SDL_ttf
C,Sentry SDK,https://github.com/getsentry/sentry-native.git,已分析,sentry-native
C,shine,https://github.com/toots/shine.git,已分析,shine
C,SINTEF Spline Library (SISL),https://github.com/SINTEF-Geometry/SISL.git,已分析,SISL
C,SISL,https://github.com/SINTEF-Geometry/SISL.git,已分析,SISL
C,sqlitecipher,https://github.com/sqlcipher/sqlcipher.git,已分析,sqlcipher
C,SUNDIALS,https://github.com/LLNL/sundials.git,已分析,sundials
C,Swift corelibs-libdispatch,https://github.com/swiftlang/swift-corelibs-libdispatch.git,已分析,swift-corelibs-libdispatch
C,Swig,https://github.com/swig/swig.git,已分析,swig
C,SZ,https://github.com/szcompressor/SZ.git,已分析,SZ
C,The Silver Searcher,https://github.com/ggreer/the_silver_searcher.git,已分析,the_silver_searcher
C,tinyNET,https://github.com/DoubangoTelecom/doubango.git,已分析,doubango
C,tinySAK,https://github.com/DoubangoTelecom/doubango.git,已分析,doubango
C,TinyXML,https://github.com/leethomason/tinyxml2.git,已分析,tinyxml2
C,TNN,https://github.com/Tencent/TNN.git,已分析,TNN
C,Tongsuo,https://github.com/Tongsuo-Project/Tongsuo.git,已分析,Tongsuo
C,Tracy,https://github.com/wolfpld/tracy.git,已分析,tracy
C,TRE,https://github.com/laurikari/tre.git,已分析,tre
C,TwoLAME,https://github.com/njh/twolame.git,已分析,twolame
C,UDT,https://github.com/whtghst1/udt.git,已分析,udt
C,UnRAR,https://github.com/aawc/unrar.git,已分析,unrar
C,usbmuxd,https://github.com/libimobiledevice/usbmuxd.git,已分析,usbmuxd
C,usbredir,https://gitlab.freedesktop.org/spice/usbredir.git,已分析,usbredir
C,USD,https://github.com/PixarAnimationStudios/OpenUSD.git,已分析,OpenUSD
C,vo-amrwbenc,https://github.com/mstorsjo/vo-amrwbenc.git,已分析,vo-amrwbenc
C,Vorbis,https://github.com/xiph/vorbis.git,已分析,vorbis
C,Vulkan-Loader,https://github.com/KhronosGroup/Vulkan-Loader.git,已分析,Vulkan-Loader
C,x265,https://bitbucket.org/multicoreware/x265_git.git,已分析,x265_git
C,xDelta,https://github.com/jmacd/xdelta.git,已分析,xdelta
C,xlsxio,https://github.com/brechtsanders/xlsxio.git,已分析,xlsxio
C,xtensa-esp32-elf-gcc,https://github.com/espressif/crosstool-NG.git,已分析,crosstool-NG
C,xtensa-esp32s3-elf-gcc,https://github.com/espressif/crosstool-NG.git,已分析,crosstool-NG
C,xtensa-lx106-elf-gcc,https://github.com/espressif/crosstool-NG.git（分支 esp8266-1.22.x）,已分析,crosstool-NG
C,Zint Barcode Generator,https://github.com/zint/zint.git,已分析,zint
C,Cuba,无（仅发布tarball，无公开git仓）,未分析(无仓),
C,gcc-arm-none-eabi,无（二进制工具链发布，源自GCC）,未分析(无仓),
C,lib3ds,https://github.com/vaeth/lib3ds.git,未分析,
C,libAILib,无（未找到公开源码仓，疑为内部/私有库）,未分析(无仓),
C,liblzma-5.8.1,https://github.com/tukaani-project/xz.git,未分析,
C,MPICH,https://github.com/pmodels/mpich.git,未分析,
C,ONVIF,无（标准组织，无单一源码库）,未分析(无仓),
C,Open Design Alliance (ODA) / Teigha,无（商业闭源，无公开git仓）,未分析(无仓),
C,OpenDesign,无（商业闭源，无公开git仓）,未分析(无仓),
C,OpenNURBS,https://github.com/mcneel/opennurbs.git,未分析,
C,OpenThreads,https://github.com/openscenegraph/OpenThreads.git,未分析,
C,PLM XML,无（商业闭源，无公开git仓）,未分析(无仓),
C,WCDB,https://github.com/Tencent/wcdb.git,未分析,
C#,Alibaba Cloud Log Service,https://github.com/aliyun/aliyun-log-csharp-sdk.git,已分析,aliyun-log-csharp-sdk
C#,Alibaba Cloud OSS .NET SDK,https://github.com/aliyun/aliyun-oss-csharp-sdk.git,已分析,aliyun-oss-csharp-sdk
C#,Alibaba Cloud OSS SDK,https://github.com/aliyun/aliyun-oss-java-sdk.git,已分析,aliyun-oss-java-sdk
C#,Apache Commons IO,https://github.com/apache/commons-io.git,已分析,commons-io
C#,Apache Commons Logging,https://github.com/apache/commons-logging.git,已分析,commons-logging
C#,Apache HttpComponents Client,https://github.com/apache/httpcomponents-client.git,已分析,httpcomponents-client
C#,Apache HttpComponents Core,https://github.com/apache/httpcomponents-core.git,已分析,httpcomponents-core
C#,Autofac,https://github.com/autofac/Autofac.git,已分析,Autofac
C#,AutoMapper,https://github.com/AutoMapper/AutoMapper.git,已分析,AutoMapper
C#,Caliburn.Micro,https://github.com/Caliburn-Micro/Caliburn.Micro.git,已分析,Caliburn.Micro
C#,Castle Core,https://github.com/castleproject/Core.git,已分析,Core
C#,CommonServiceLocator,https://github.com/unitycontainer/commonservicelocator.git,已分析,commonservicelocator
C#,Cuba_jll,https://github.com/JuliaBinaryWrappers/Cuba_jll.jl.git,已分析,Cuba_jll.jl
C#,FluentFTP,https://github.com/robinrodricks/FluentFTP.git,已分析,FluentFTP
C#,FluentValidation,https://github.com/FluentValidation/FluentValidation.git,已分析,FluentValidation
C#,Generator.Equals,https://github.com/diegofrata/Generator.Equals.git,已分析,Generator.Equals
C#,Ghostscript_jll,https://github.com/JuliaBinaryWrappers/Ghostscript_jll.jl.git,已分析,Ghostscript_jll.jl
C#,HiGHS_jll,https://github.com/JuliaBinaryWrappers/HiGHS_jll.jl.git,已分析,HiGHS_jll.jl
C#,Html Agility Pack,https://github.com/zzzprojects/html-agility-pack.git,已分析,html-agility-pack
C#,HtmlAgilityPack,https://github.com/zzzprojects/html-agility-pack.git,已分析,html-agility-pack
C#,Hwloc_jll,https://github.com/JuliaBinaryWrappers/Hwloc_jll.jl.git,已分析,Hwloc_jll.jl
C#,Imath_jll,https://github.com/JuliaBinaryWrappers/Imath_jll.jl.git,已分析,Imath_jll.jl
C#,INI Parser,https://github.com/rickyah/ini-parser.git,已分析,ini-parser
C#,Jakarta XML Binding,https://github.com/eclipse-ee4j/jaxb-api.git,已分析,jaxb-api
C#,Jansi,https://github.com/fusesource/jansi.git,已分析,jansi
C#,JDOM,https://github.com/hunterhacker/jdom.git,已分析,jdom
C#,JSON-java (org.json),https://github.com/stleary/JSON-java.git,已分析,JSON-java
C#,Json.NET,https://github.com/JamesNK/Newtonsoft.Json.git,已分析,Newtonsoft.Json
C#,JUnit 4,https://github.com/junit-team/junit4.git,已分析,junit4
C#,LERC_jll,https://github.com/JuliaBinaryWrappers/LERC_jll.jl.git,已分析,LERC_jll.jl
C#,libserialport_jll,https://github.com/JuliaBinaryWrappers/libserialport_jll.jl.git,已分析,libserialport_jll.jl
C#,libsixel_jll,https://github.com/JuliaBinaryWrappers/libsixel_jll.jl.git,已分析,libsixel_jll.jl
C#,log4net,https://github.com/apache/logging-log4net.git,已分析,logging-log4net
C#,Lz4_jll,https://github.com/JuliaBinaryWrappers/Lz4_jll.jl.git,已分析,Lz4_jll.jl
C#,Makaretu.Dns,https://github.com/richardschneider/net-mdns.git,已分析,net-mdns
C#,Microsoft.Data.SqlClient,https://github.com/dotnet/SqlClient.git,已分析,SqlClient
C#,MPICH_jll,https://github.com/JuliaBinaryWrappers/MPICH_jll.jl.git,已分析,MPICH_jll.jl
C#,MQTTnet,https://github.com/dotnet/MQTTnet.git,已分析,MQTTnet
C#,NDesk.Options,https://github.com/Latency/NDesk.Options.Core.git,已分析,NDesk.Options.Core
C#,NLopt_jll,https://github.com/JuliaBinaryWrappers/NLopt_jll.jl.git,已分析,NLopt_jll.jl
C#,NLua,https://github.com/NLua/NLua.git,已分析,NLua
C#,oneTBB_jll,https://github.com/JuliaBinaryWrappers/oneTBB_jll.jl.git,已分析,oneTBB_jll.jl
C#,OpenEXR_jll,https://github.com/JuliaBinaryWrappers/OpenEXR_jll.jl.git,已分析,OpenEXR_jll.jl
C#,OxyPlot,https://github.com/oxyplot/oxyplot.git,已分析,oxyplot
C#,PropertyChanged.Fody,https://github.com/Fody/PropertyChanged.git,已分析,PropertyChanged
C#,RestSharp,https://github.com/restsharp/RestSharp.git,已分析,RestSharp
C#,rustc-demangle,https://github.com/rust-lang/rustc-demangle.git,已分析,rustc-demangle
C#,Serilog,https://github.com/serilog/serilog.git,已分析,serilog
C#,SharpZipLib,https://github.com/icsharpcode/SharpZipLib.git,已分析,SharpZipLib
C#,SimpleBase,https://github.com/ssg/SimpleBase.git,已分析,SimpleBase
C#,Sundials_jll,https://github.com/JuliaBinaryWrappers/Sundials_jll.jl.git,已分析,Sundials_jll.jl
C#,System.Net.IPNetwork,https://github.com/lduchosal/ipnetwork.git,已分析,ipnetwork
C#,WebSocket4Net,https://github.com/kerryjiang/WebSocket4Net.git,已分析,WebSocket4Net
C#,ZRX,https://github.com/zensical/zrx.git,已分析,zrx
C#,.NET Compiler Platform (Roslyn),https://github.com/dotnet/roslyn.git,未分析,
C#,Azure SDK for .NET,https://github.com/Azure/azure-sdk-for-net.git,未分析,
C#,Bouncy Castle,https://github.com/bcgit/bc-csharp.git,未分析,
C#,JTattoo,https://github.com/vincenzopalazzo/JTattoo.git,未分析,
C#,Reactive Extensions,https://github.com/dotnet/reactive.git,未分析,
C#,Sentry SDK for .NET,https://github.com/getsentry/sentry-dotnet.git,未分析,
C#,sharpcompress,https://github.com/adamhathcock/sharpcompress.git,未分析,
C#,SharpVectors,https://github.com/ElinamLLC/SharpVectors.git,未分析,
C#,SSH.NET,https://github.com/sshnet/SSH.NET.git,未分析,
C#,System.Data.SQLite,https://github.com/haf/System.Data.SQLite.git,未分析,
C#,Unicode CLDR,https://github.com/unicode-org/cldr.git,未分析,
C#,Windows Community Toolkit,https://github.com/CommunityToolkit/WindowsCommunityToolkit.git,未分析,
C#,XML Commons (xml-apis),https://github.com/apache/xerces2-j.git,未分析,
nodejs,@babel/core,https://github.com/babel/babel/tree/HEAD/packages/babel-core,已分析,Core
nodejs,@blueprintjs/core,https://github.com/palantir/blueprint/tree/HEAD/packages/core,已分析,Core
nodejs,@byted-icube/webcomponents,,已分析,fluentui
nodejs,@floating-ui/core,https://github.com/floating-ui/floating-ui/tree/HEAD/packages/core,已分析,Core
nodejs,@floating-ui\core,https://github.com/floating-ui/floating-ui/tree/HEAD/packages/core,已分析,Core
nodejs,@fluentui/react,https://github.com/microsoft/fluentui,已分析,fluentui
